R1,R2,R3,R4,X,Y,barrier
C,C,A,E,B,B,-5.302460018737332
C,C,E,E,B,A,-5.291019228480237
B,A,E,C,B,A,-5.279795011667644
C,E,E,C,B,A,-5.275083137801788
A,B,C,E,B,A,-5.265150567023685
C,B,C,E,A,A,-5.256561549948319
B,C,D,A,B,B,-5.247213703164976
B,A,D,A,C,B,-5.237763689345853
C,D,E,C,B,B,-5.2349539859633
A,C,A,A,C,A,-5.164405628455111
A,B,D,E,C,B,-5.116884530924805
C,C,E,A,B,B,-5.114874480247778
C,B,A,E,C,B,-5.109713348307621
B,C,E,D,B,A,-5.096166121125575
C,A,E,E,C,B,-5.069265347766729
B,B,E,A,C,B,-5.064343199526186
C,C,D,E,B,A,-5.062580534495026
C,B,C,E,B,A,-5.054040190195206
A,B,A,D,C,B,-5.052523704172463
E,B,A,B,B,A,-5.044577997427757
C,C,E,D,B,A,-5.036357290132566
C,C,E,E,B,B,-5.035208494733889
B,C,D,E,C,A,-5.032077521241323
C,C,E,A,C,A,-5.023948869454259
C,C,A,E,C,A,-5.019079552158648
A,C,C,A,C,A,-5.009733409891597
C,A,A,C,C,A,-5.0075238425613415
B,C,E,A,C,B,-4.988293649981758
C,D,E,C,C,B,-4.984280777894141
A,B,C,E,C,A,-4.968341294091832
C,A,A,C,B,A,-4.967128500894344
C,C,A,D,B,B,-4.966382936208273
C,C,E,C,B,B,-4.962188503422611
A,A,C,E,C,A,-4.944958367345989
A,A,E,C,C,A,-4.936267607134555
B,A,E,E,C,B,-4.900689672384018
E,B,A,C,C,A,-4.888872720428564
B,C,E,E,B,B,-4.886780526234293
C,C,D,A,B,B,-4.852483495776852
E,C,A,E,C,A,-4.849744714482895
C,E,E,C,C,A,-4.84219053455265
C,A,D,A,C,B,-4.832480289114375
B,A,E,D,C,B,-4.8299961075373945
C,E,E,B,B,B,-4.819080031358087
A,B,A,A,C,B,-4.798837695534617
A,C,A,A,A,B,-4.794460985979998
A,A,C,E,B,B,-4.792804361544798
E,A,D,B,C,B,-4.7924962069289565
C,C,C,E,A,A,-4.771349400421514
A,C,A,A,B,B,-4.765622517494327
C,C,E,C,B,A,-4.753283534542231
A,C,A,E,C,B,-4.703066097909685
C,A,E,A,C,B,-4.688956571041888
C,C,D,E,B,B,-4.6569901593188
A,E,E,C,B,A,-4.647466859717182
B,C,E,E,B,A,-4.608937000448624
C,D,C,E,B,B,-4.593005722266076
A,D,C,D,C,B,-4.582635864549837
B,B,A,E,C,A,-4.575275996480637
A,B,E,E,C,A,-4.563492957643541
A,A,E,C,B,A,-4.5541954020451785
A,B,A,C,B,A,-4.551078216136853
C,C,E,C,C,A,-4.542956893705639
E,A,E,C,C,A,-4.53021773430185
A,A,C,E,B,A,-4.511339188862282
C,B,D,E,B,B,-4.508769642358535
C,B,D,D,C,B,-4.439293753617454
A,D,C,A,B,B,-4.419410102582358
C,C,D,D,B,B,-4.405269912612891
A,C,D,E,C,A,-4.391465164001872
C,A,C,C,B,A,-4.371114048678088
A,B,E,E,C,B,-4.366430858954292
B,A,A,A,B,A,-4.356749965182413
A,C,C,C,B,A,-4.3545858299565
B,B,E,A,C,A,-4.305476377567451
E,A,E,C,B,A,-4.305450780787864
D,A,C,A,C,B,-4.300650635335894
E,D,A,B,C,B,-4.284467045510326
C,A,C,C,C,A,-4.228079622519152
C,B,E,D,B,A,-4.214581647247263
C,A,E,D,C,A,-4.165210904773896
A,C,A,C,A,A,-4.164513201518468
D,E,A,B,C,B,-4.160193098163036
A,E,B,A,C,B,-4.112904564199284
A,C,D,A,C,B,-4.105112396612469
A,A,E,C,A,A,-4.083245626086549
B,C,A,E,C,B,-4.080035716717723
E,E,C,E,B,A,-4.07976961328143
D,A,C,A,B,B,-4.077536055453295
E,A,D,C,B,A,-4.062380239513584
C,A,E,A,B,B,-4.048256373107312
A,D,E,C,C,B,-4.026311588412346
D,A,E,C,A,A,-3.979023464258741
A,E,E,C,C,A,-3.9779707672885047
D,A,D,C,B,B,-3.9587381926094136
C,E,B,D,B,B,-3.9466146042868
B,B,E,E,B,A,-3.944505420003754
E,A,D,A,B,A,-3.938206258947126
C,B,E,E,B,A,-3.932928764966678
C,B,D,E,B,A,-3.92072368495645
D,A,C,E,C,B,-3.867391955235052
B,E,E,D,C,A,-3.866227225501863
A,B,D,D,C,B,-3.843425512201992
B,A,D,D,C,B,-3.833581056490991
B,C,A,D,C,B,-3.8070310732699335
E,C,C,E,B,A,-3.800893589789085
A,D,B,E,A,A,-3.798118791858277
C,A,A,E,C,B,-3.794361266769609
E,C,A,C,C,A,-3.7881474477397457
C,C,E,A,B,A,-3.77845898969082
A,D,A,C,B,B,-3.7777914112086832
B,C,E,E,C,B,-3.775708993174757
C,C,A,E,B,A,-3.768153525850672
C,B,A,E,C,A,-3.764820683782008
B,C,E,A,C,A,-3.762416717556434
A,B,C,D,B,A,-3.740690367198594
A,C,E,A,C,B,-3.737303080626654
C,C,D,B,A,A,-3.721991602748875
B,C,E,A,B,B,-3.697126807148841
B,A,D,C,B,A,-3.6880910151868473
B,A,E,E,B,A,-3.59844729780953
A,B,E,E,B,A,-3.5766594742175024
E,A,C,E,C,A,-3.574270906566287
A,B,A,E,B,B,-3.5551009312164608
E,C,E,C,C,B,-3.550393808351798
A,D,C,E,A,A,-3.546045988397194
C,B,D,A,C,B,-3.5376871906345166
A,B,A,E,C,B,-3.4961902019605056
D,A,A,D,C,A,-3.493799725191118
E,D,A,D,C,B,-3.4166900876475466
E,D,B,D,B,A,-3.395603475362851
E,A,C,E,B,A,-3.3920544630609237
A,C,E,D,C,B,-3.378287329449771
B,A,E,A,C,B,-3.3583636971526856
E,B,E,C,C,A,-3.32622486832395
E,A,A,B,B,B,-3.3195380940702086
A,C,D,E,B,B,-3.3105566589351616
C,A,E,D,B,B,-3.3037380298272017
D,A,C,A,A,B,-3.303319760947734
E,A,A,C,C,A,-3.246097046856569
C,C,A,D,A,B,-3.2441600596322746
C,C,D,A,A,B,-3.2182203786372763
D,C,D,E,C,A,-3.2110062103992165
A,E,C,D,C,A,-3.199855936406536
A,B,A,D,B,B,-3.1803361557616543
C,A,D,A,B,B,-3.166990213312684
E,A,A,A,B,B,-3.1647156659804483
C,A,D,D,B,B,-3.137799996777178
A,C,D,D,B,B,-3.1305560877510508
C,B,D,A,B,B,-3.1251749473662063
E,A,D,C,C,A,-3.123497145245273
A,E,A,B,A,A,-3.098585494708888
B,A,E,D,C,A,-3.086629653354129
E,E,A,B,A,A,-3.053101356534176
D,A,E,A,C,A,-3.037768594139661
D,D,A,C,C,B,-3.0179594980893096
C,B,E,A,C,B,-3.0012687601277217
B,D,E,D,C,A,-2.9970685443426794
E,E,B,E,B,A,-2.9928937024724145
C,D,C,C,B,A,-2.9706961949331614
C,A,C,A,B,A,-2.946655796239066
E,A,A,D,C,A,-2.922462872550375
E,B,D,C,C,A,-2.8916164219141134
C,A,C,C,A,A,-2.881357585758124
B,C,A,D,B,B,-2.874782934904256
B,C,D,E,C,B,-2.870400202256941
A,D,E,C,B,B,-2.863679937357763
D,E,B,D,B,B,-2.8593351363866564
A,C,A,E,B,B,-2.856692979472104
E,D,C,A,C,A,-2.85371831268462
B,C,D,E,B,A,-2.8505729523554457
D,B,A,D,C,B,-2.810324739914838
A,E,C,D,B,A,-2.79510333623137
D,A,C,E,B,B,-2.794908070346285
A,C,A,E,C,A,-2.7917007302006525
D,E,A,C,C,A,-2.7834887275454987
A,C,C,A,C,B,-2.778939759437421
E,B,C,A,B,A,-2.754127426313452
E,A,B,D,C,B,-2.7525123253233468
A,E,D,B,C,B,-2.7405346153591417
B,D,E,B,A,A,-2.730853507140522
E,D,D,C,C,A,-2.7146165212179665
C,A,E,A,C,A,-2.711812396232914
D,E,C,D,C,A,-2.7069584660259918
C,E,E,D,C,B,-2.695512516634037
D,D,A,A,B,B,-2.6819114981337973
B,A,E,E,B,B,-2.6667148727510552
C,B,A,E,B,A,-2.656734982152308
A,B,E,D,C,B,-2.6560726974227955
D,C,A,E,C,B,-2.6497101776272047
B,C,E,A,B,A,-2.6439213692086403
D,E,A,C,B,A,-2.6350912014942893
E,D,C,D,C,A,-2.63424588411743
E,D,C,A,B,A,-2.628273885890451
D,E,D,B,B,A,-2.626554936034256
B,A,A,C,C,A,-2.624147160204425
A,D,E,C,B,A,-2.623693262489996
B,A,A,C,B,A,-2.6184620755223484
C,E,C,E,B,A,-2.613467299606824
A,B,D,E,C,A,-2.6114954203069534
A,B,C,A,A,A,-2.607440248742424
A,E,C,D,C,B,-2.603179235629929
A,B,C,A,B,A,-2.5938516270972203
D,E,D,C,B,A,-2.582592207632243
A,E,C,A,C,A,-2.5768889974921705
A,B,C,A,C,A,-2.5743648708937004
C,C,E,A,A,A,-2.571128897863487
B,C,E,E,A,A,-2.569307079097175
D,D,E,A,B,B,-2.5667807555253765
E,D,C,E,B,A,-2.55650328732912
C,D,E,A,C,A,-2.548852695468704
E,D,C,D,B,A,-2.5419740834814664
C,A,A,D,B,B,-2.537281940499239
A,C,D,A,B,B,-2.534758288166215
E,A,D,C,C,B,-2.5326272395897664
A,A,E,B,B,B,-2.530256051969404
A,A,A,E,C,B,-2.5297906976197715
A,A,E,A,C,B,-2.5291838127730264
E,A,E,C,A,A,-2.509331522611912
A,A,E,D,C,B,-2.494493382766131
B,D,D,A,C,B,-2.476792778148944
E,A,D,C,B,B,-2.460704750527956
A,E,C,A,C,B,-2.448186332582913
E,E,E,C,A,A,-2.430672270020429
D,A,C,D,A,B,-2.414234538263893
D,E,D,B,A,A,-2.4142313354739984
E,A,A,C,B,A,-2.3876414228548173
B,B,E,A,B,A,-2.3837711815344678
E,E,B,A,C,B,-2.3820515339059605
D,A,A,C,B,A,-2.3738335425081134
D,B,D,E,B,A,-2.349867932221828
D,B,A,D,C,A,-2.326353718556066
B,D,E,D,B,A,-2.324089680469574
B,B,A,E,B,A,-2.311711924319728
A,E,C,E,B,B,-2.291062957597175
D,B,D,E,C,B,-2.2902398042112417
A,C,E,E,B,B,-2.288678621167062
E,D,A,C,C,A,-2.281020678049548
E,A,B,D,B,B,-2.2746582265259234
E,E,B,D,A,A,-2.272170438876472
C,E,B,A,B,B,-2.2620252811089143
C,E,B,A,B,A,-2.2536732411651403
E,C,A,B,B,B,-2.238494994281841
D,E,C,A,C,A,-2.2310504880220523
A,E,D,C,C,A,-2.2245866780253083
E,A,C,D,C,A,-2.213388414190763
C,A,A,C,A,A,-2.1755060300211606
A,E,E,C,A,A,-2.164857499835545
D,A,D,C,A,A,-2.156475081434978
A,D,E,C,A,A,-2.1426987848627346
A,D,C,D,A,A,-2.1228711590373868
E,C,C,A,A,A,-2.105421757767364
A,C,D,C,C,B,-2.099891432577825
E,C,C,E,A,A,-2.0896243335164013
A,E,D,B,A,A,-2.083262557114776
A,E,A,C,C,B,-2.052740008126833
C,E,E,C,A,A,-2.05184998006701
A,E,A,C,C,A,-2.0448581193338877
D,B,D,E,C,A,-2.039324959395284
C,B,E,D,A,A,-2.0330417269660037
D,E,C,E,C,A,-2.02235543838799
D,A,C,E,A,A,-2.0188603724964755
B,D,D,A,C,A,-2.0026522904418487
D,E,C,D,B,A,-2.0014051654340808
E,D,D,C,B,A,-1.993714893792688
D,E,D,B,C,B,-1.9911850173677368
A,B,D,E,B,B,-1.9598353322841415
D,C,D,D,C,B,-1.9557526495783952
B,C,A,E,C,A,-1.904339153942109
D,E,A,C,C,B,-1.8973301989287723
B,B,E,D,A,A,-1.8927918215362245
B,A,E,A,B,B,-1.8806494147630533
A,E,D,C,B,A,-1.8622211538314872
E,D,A,C,B,A,-1.8514880504456293
E,A,C,D,B,A,-1.841429312074988
D,E,C,A,B,A,-1.836986518574248
D,C,C,D,A,B,-1.8269396144391417
D,A,A,D,B,A,-1.826681232369624
C,B,E,A,B,B,-1.8259625119068212
A,B,E,E,B,B,-1.8056294554098773
B,C,A,E,A,A,-1.801510155031421
E,B,B,E,A,A,-1.7945894979998382
E,D,B,A,A,A,-1.7756796662718064
B,A,A,C,A,A,-1.774475367048613
D,E,A,B,A,A,-1.7399031467054742
C,A,E,E,B,A,-1.7349882127143896
D,B,E,E,C,A,-1.7264880343747009
E,D,A,C,C,B,-1.7260697176977224
A,A,C,A,A,A,-1.7199162784804918
A,A,A,C,A,A,-1.7199160249753378
D,B,D,A,C,B,-1.7165425352974517
C,C,E,E,A,A,-1.704579720999322
E,C,A,B,B,A,-1.7008999677748564
A,A,A,D,C,B,-1.7007121157116705
C,D,E,A,C,B,-1.6958295689212586
E,C,C,D,B,A,-1.6800117462623316
D,D,E,C,C,B,-1.6761470452441527
B,E,E,A,C,B,-1.674982537519699
D,D,C,D,B,B,-1.6687850745838724
C,A,D,E,B,B,-1.6674843591501345
C,A,A,E,B,B,-1.6646362850676737
B,B,D,A,B,A,-1.6608433592166418
A,E,A,C,B,A,-1.643341139878479
A,E,E,D,C,B,-1.6405403714914282
E,C,B,E,A,A,-1.6367886331831372
B,A,A,E,C,B,-1.6208232797987334
D,D,C,E,A,A,-1.6099505625245898
A,A,E,E,C,B,-1.6074106337838263
C,B,E,A,A,A,-1.5893730315355208
B,A,E,A,C,A,-1.5881607551932015
A,B,A,E,C,A,-1.5740206912807504
B,D,A,A,C,B,-1.5597227072475528
D,E,E,C,B,A,-1.5470032586809743
E,C,B,D,B,B,-1.5455556494414204
A,C,E,A,B,B,-1.5435315487218844
C,E,C,E,C,A,-1.5213158270495528
D,C,C,A,C,B,-1.514373560549504
C,E,D,C,B,A,-1.507345692774701
C,D,E,D,B,A,-1.498338236674998
A,E,D,C,C,B,-1.4764516064975288
E,D,C,A,A,A,-1.461517728987502
E,A,C,D,C,B,-1.4606696005106452
B,A,E,B,B,B,-1.4565668982100393
C,E,B,E,C,B,-1.443531176798829
E,D,C,D,A,A,-1.4382168570481515
B,C,A,E,B,B,-1.4345435055868072
A,C,C,B,A,A,-1.379252774926987
E,D,D,C,C,B,-1.3764482407381735
A,E,E,C,C,B,-1.3673710417929288
B,A,D,E,B,B,-1.3566438056584809
D,E,D,C,A,A,-1.3551891640140266
E,C,C,D,C,A,-1.3517339230438394
D,C,E,E,C,B,-1.346830931189386
D,E,A,C,A,A,-1.340393610037854
D,C,D,E,B,A,-1.3314636356643312
A,E,C,D,A,A,-1.3260731479769527
D,C,D,E,C,B,-1.3076821796974167
B,C,E,A,A,A,-1.303107355419084
B,D,E,A,C,B,-1.2715071102215374
C,A,E,E,B,B,-1.2647174164422554
E,C,E,C,B,A,-1.2516548416049726
E,D,B,D,B,B,-1.2441929161489085
A,D,A,C,B,A,-1.233350994525351
E,A,C,E,C,B,-1.232254871555087
C,B,A,D,A,B,-1.23166703266078
A,E,A,C,A,A,-1.2261036014530835
E,A,B,E,B,A,-1.2147213583307968
E,D,E,C,B,A,-1.210512452744347
C,C,A,E,A,A,-1.2099063150012248
D,E,C,A,A,A,-1.1897684579008887
E,D,D,C,A,A,-1.1890734045893745
C,A,E,D,B,A,-1.1716203392834823
E,D,A,C,A,A,-1.1642158736758732
D,D,A,C,A,A,-1.1563005086837532
E,A,C,A,C,A,-1.1276165138686405
E,C,A,C,B,A,-1.073507106311448
A,B,D,E,B,A,-1.072153338780118
A,C,D,E,B,A,-1.065345219916655
D,E,C,D,A,A,-1.037264703662277
A,B,E,D,C,A,-1.0040819523447797
B,C,A,E,B,A,-0.9950295899846876
E,D,A,C,B,B,-0.9587541445242164
E,A,A,C,B,B,-0.9470075925230628
E,E,C,A,B,A,-0.94556941679991
E,D,B,C,A,A,-0.9384286212716078
A,B,A,E,B,A,-0.919115826889396
D,E,C,E,B,A,-0.9124733095632976
D,A,C,A,A,A,-0.9114398818026772
A,D,A,C,A,A,-0.9060121645987862
D,C,E,D,C,B,-0.9042522967207376
E,C,D,C,C,A,-0.9011525003314268
A,E,C,A,B,B,-0.8882283892459187
D,C,E,A,C,A,-0.8834231863893124
B,E,A,B,A,A,-0.8802104697371566
A,C,E,D,C,A,-0.8779635552871107
C,A,D,E,C,A,-0.8771780039172432
C,B,E,A,B,A,-0.7981372405152719
B,A,E,D,B,B,-0.7759170139632559
B,D,A,A,C,A,-0.7572327186760066
A,E,C,A,A,A,-0.7524383912154752
E,C,D,C,B,A,-0.7408459029677242
C,A,E,A,B,A,-0.7399097335099064
E,C,C,E,B,B,-0.7321819347589942
E,A,C,E,A,A,-0.7302754857921248
E,D,C,D,C,B,-0.7235917975810747
D,C,E,E,B,A,-0.7032595206115876
A,D,C,E,C,A,-0.7020029667958299
E,A,A,D,A,B,-0.7009415696086092
A,C,A,E,B,A,-0.6992897331284978
A,E,D,C,A,A,-0.6928064168964243
D,C,D,A,C,B,-0.6832215968338257
A,C,E,E,B,A,-0.6791911499583371
B,A,D,E,C,B,-0.6598779062795277
A,C,E,C,B,B,-0.6529132287396294
D,E,C,A,C,B,-0.6499815670130543
D,E,B,C,C,B,-0.6287713955244358
B,A,A,D,B,B,-0.6116980168762853
C,A,A,D,A,B,-0.5950766205465099
D,C,D,A,C,A,-0.5946189440465165
D,B,A,E,C,A,-0.5832259354624287
C,E,C,A,B,A,-0.5825201365928531
C,E,C,D,B,A,-0.5819671093387592
A,B,D,A,B,B,-0.5769483676088457
E,D,E,C,A,A,-0.574144852291739
E,C,C,A,B,A,-0.5608564292240928
A,E,D,C,B,B,-0.5598384740169629
D,C,A,E,B,A,-0.5558094621368795
A,A,A,A,C,A,-0.5514446531279238
E,A,C,D,B,B,-0.550353466213692
E,A,C,D,A,A,-0.5391376988595022
D,E,C,E,A,A,-0.5326145107289966
C,E,A,C,B,A,-0.5208376136579667
E,A,C,A,B,B,-0.515673785510186
C,C,A,D,A,A,-0.507845203889457
C,A,D,A,C,A,-0.504776949184262
C,A,C,D,C,B,-0.4720915990559922
D,D,A,A,B,A,-0.4630006534754197
C,D,E,A,B,A,-0.4542526060216141
E,C,E,C,A,A,-0.436325846948969
B,E,E,B,B,A,-0.4285972200526845
D,B,A,E,C,B,-0.417673479150218
C,A,D,D,B,A,-0.3944812662543221
A,C,D,D,B,A,-0.393004138413784
C,A,A,A,C,A,-0.3838540695957251
A,A,E,E,C,A,-0.3748435560248272
D,E,E,C,A,A,-0.3722403249746985
C,C,D,A,A,A,-0.3559331283260464
D,D,C,E,B,B,-0.331732491938337
C,D,A,E,C,B,-0.3219310428577147
A,B,E,D,B,B,-0.3170829436617015
B,A,A,A,A,B,-0.2891308573915734
A,B,A,A,C,A,-0.2879469795833547
E,B,B,A,A,A,-0.2393836683252829
D,B,A,A,A,A,-0.234696778717485
C,E,A,C,C,A,-0.2262991178335328
E,E,C,D,B,A,-0.1935211588161093
E,A,C,A,A,A,-0.1787904197978264
D,C,D,A,B,A,-0.1732963502683605
B,D,B,E,C,B,-0.1715695972902455
E,C,B,E,B,A,-0.1635784568717262
C,D,E,E,B,A,-0.1592967582451765
A,C,D,A,C,A,-0.1445845000629464
D,A,E,B,B,A,-0.1278556377369779
B,B,A,E,A,A,-0.1177588954231461
B,E,D,C,B,A,-0.1001319120984404
C,B,B,A,B,A,-0.0854350728223457
C,D,D,D,B,A,-0.0803043627847791
C,A,D,E,C,B,-0.0783382538571852
A,E,B,A,B,A,-0.0716477390558882
A,A,A,E,B,B,-0.0599106337689559
C,E,B,A,C,B,-0.0592153154666175
A,A,E,A,B,B,-0.0587987936931636
B,A,D,B,B,A,-0.0408533767196585
D,C,D,A,B,B,-0.0404716779294088
D,A,A,E,B,A,-0.0361915242325383
C,E,C,A,C,A,-0.0160950091964466
E,C,D,E,C,A,0.0301236187314906
A,A,E,E,B,B,0.0331360456948613
C,C,D,E,A,A,0.0370394966184207
D,C,A,D,B,A,0.0699206385113991
E,D,A,E,C,A,0.0703029339144539
B,D,A,E,C,B,0.0988392857869496
D,B,A,A,B,B,0.1022079944653545
E,E,A,C,B,A,0.1120096365908471
D,C,A,A,B,B,0.1150202739298213
E,D,C,D,B,B,0.1783094808559124
D,D,E,E,C,A,0.1788449750557807
B,D,A,A,B,B,0.1859256856892231
B,E,E,C,B,A,0.2036716071260112
A,D,B,E,B,A,0.2038729340921114
B,E,B,A,B,B,0.2142952427987446
A,B,B,E,B,A,0.2146458906140952
D,D,D,E,C,A,0.2280587259642152
B,B,E,A,A,A,0.2428559480735006
C,E,C,A,B,B,0.2493185739760988
E,C,A,C,B,B,0.249870511232937
B,A,D,E,B,A,0.2516175001788203
B,A,E,B,C,A,0.2704609823635205
C,A,D,D,A,B,0.2771266369305982
A,B,B,E,C,A,0.2971027764693268
C,B,A,E,A,A,0.3072555423164265
D,C,A,D,B,B,0.3215072852545834
C,E,C,E,C,B,0.3263432184860714
E,B,B,E,B,A,0.3282565933478662
C,D,A,E,C,A,0.3292711858217912
A,B,E,D,B,A,0.3304055434474076
B,D,D,A,B,B,0.3365418493973502
D,B,A,D,B,B,0.3380353890481276
D,A,D,E,C,A,0.3539639689542055
B,D,D,D,B,B,0.3830449085385909
A,A,D,D,B,B,0.3859516065529037
C,E,C,A,A,A,0.3899537376838601
E,C,A,C,A,A,0.4010678134091493
C,A,A,E,C,A,0.4037859530272157
C,E,C,D,C,B,0.4039598777519488
E,C,C,D,B,B,0.4299510936659519
B,E,E,C,B,B,0.4332437005037654
C,D,D,D,B,B,0.4471291348079622
E,B,C,E,B,A,0.4494001236512189
D,D,D,D,C,A,0.479270267762057
D,B,A,D,B,A,0.480611848711727
B,D,D,A,B,A,0.4839567854053487
E,C,B,E,B,B,0.4896910892527214
A,D,E,E,C,A,0.4998838749565168
A,A,C,D,B,A,0.5077958032006306
D,D,D,C,A,A,0.5133133220816846
B,A,E,E,C,A,0.5286205015364885
D,A,E,E,C,A,0.5410490005221187
A,B,A,D,B,A,0.5437665783410892
A,A,C,D,C,A,0.5489991564303073
C,E,A,C,A,A,0.5725360516555592
C,E,D,C,C,B,0.5782255331378751
D,E,E,A,C,A,0.5906452208308137
C,E,C,D,B,B,0.603158049677421
C,E,D,C,B,B,0.6102704158885992
A,A,E,D,C,A,0.6611333668164097
C,B,D,E,A,A,0.6677044616068443
E,C,C,D,A,A,0.6734169658658027
A,D,D,D,C,B,0.6751044992031534
C,B,D,D,A,A,0.6875882037425678
B,C,E,D,A,A,0.700336668679573
C,A,A,E,B,A,0.7279925109384024
D,A,D,E,C,B,0.7397224095022009
A,B,E,A,B,B,0.7431302790375663
E,C,C,D,C,B,0.755676476824308
E,C,C,A,B,B,0.7646957025972378
B,E,D,A,C,B,0.7722389111440202
C,E,A,C,B,B,0.775715267235139
E,D,A,D,C,A,0.777785083990497
D,D,E,D,C,A,0.8078358136588296
D,A,A,D,C,B,0.8232634996974524
B,E,E,E,C,A,0.8361107742161608
D,A,A,E,C,B,0.8413034127056968
E,C,E,C,B,B,0.859005392250373
D,A,E,D,C,A,0.9162964129789004
B,A,E,E,A,A,0.931421062337942
B,C,D,A,A,A,0.9333085292726254
B,E,D,C,C,A,0.9340552312540852
B,A,D,D,B,A,0.9349380878681908
C,D,A,A,B,B,0.9455095223103565
B,A,A,B,B,A,0.9557917532074948
C,E,E,A,C,A,0.97792815883501
E,B,D,E,C,A,0.9881664101014052
A,C,E,D,B,A,1.008560606248718
C,B,A,A,A,A,1.0277627632342523
C,A,D,A,B,A,1.0469438791849968
C,E,E,E,B,A,1.0469783708672482
C,C,E,B,A,A,1.0479416124069136
C,D,D,E,B,A,1.0481991955446124
B,C,A,A,A,A,1.0488326337632083
