R1,R2,R3,R4,X,Y,barrier
C,D,A,D,B,A,0.8672358334728855
A,B,E,B,B,B,0.9844404058300292
D,B,D,C,A,A,1.0575339989580863
B,A,D,D,B,B,1.0658696766726206
B,D,D,E,C,A,1.0731737963652657
A,B,D,D,A,A,1.192687186477227
B,A,D,D,A,A,1.198663221489317
D,A,B,D,C,B,1.2086526184421649
A,D,C,B,B,B,1.3405920530662585
D,A,B,C,B,B,1.3423628132121894
B,C,E,E,A,A,1.389471164972363
C,C,A,A,B,B,1.40823040247553
A,A,C,B,C,B,1.4360580996842136
A,A,B,C,C,B,1.494637817554859
B,A,D,E,B,A,1.5455352804966975
C,A,C,C,B,B,1.5808747052423502
B,A,B,C,A,B,1.6359924598510094
A,E,C,C,B,A,1.68189454006296
B,A,E,A,C,B,1.7051362247375617
D,C,B,C,B,B,1.7395711503704223
C,A,A,D,B,B,1.8404215161930215
C,A,B,B,B,B,1.84106858312264
C,C,D,D,B,B,1.866659881048205
A,C,D,A,B,B,1.869787432738404
A,C,A,A,B,B,1.895241239555861
D,C,E,C,B,A,1.9239328251150007
A,C,D,D,B,B,1.9698876951089528
C,A,D,D,B,B,1.9756800500314489
A,B,B,A,A,A,2.210968487306377
A,C,B,B,A,A,2.2512371796960746
B,A,B,C,C,B,2.2526954539156487
A,B,C,B,C,B,2.282868300658542
A,B,A,B,A,A,2.3368732859221995
B,A,A,C,B,A,2.34873798965938
B,A,C,C,A,A,2.362387051149463
A,B,C,C,A,A,2.368156638120252
C,A,D,B,C,B,2.405818989768063
A,C,A,B,C,B,2.412504742581873
B,A,C,D,A,A,2.5009203894646097
A,B,A,B,B,A,2.564755459796741
D,A,C,B,C,B,2.6111902812859804
C,C,C,E,A,A,2.6595318220120414
C,A,E,A,C,B,2.6799685222738177
A,D,B,C,C,B,2.7073197712593675
A,D,C,C,B,B,2.870668937623908
A,B,C,D,C,B,2.9056875418415027
C,A,A,B,A,B,2.9364604226211117
C,C,D,E,A,A,2.9449857073165284
A,B,E,E,A,A,2.959946444958547
C,B,A,E,A,A,3.0439264746016814
C,D,C,C,B,B,3.056880767032758
C,A,B,E,A,A,3.1071599818048026
B,A,D,C,C,B,3.2444110928345697
A,A,D,B,B,B,3.2483614256608373
A,A,C,C,B,B,3.256042582245659
D,C,E,D,B,A,3.2716334642514213
C,E,E,C,C,A,3.2833765139078364
D,B,A,A,B,A,3.2899195238799197
D,B,C,C,B,B,3.328996261288529
D,C,B,A,C,A,3.351960088619656
B,C,D,E,A,A,3.4262147115968995
D,C,A,C,B,A,3.471664191119102
C,D,C,A,B,A,3.48535280205277
D,C,C,A,B,A,3.487762901483663
C,A,D,C,C,B,3.51086489943228
A,A,E,A,B,A,3.528527345798792
C,A,A,B,B,A,3.5303681524114645
A,C,C,D,C,B,3.5718039280980305
A,C,A,C,C,B,3.5775466953863626
B,D,C,C,B,B,3.6063260790509046
A,B,E,A,B,A,3.6514074162268977
B,C,C,D,B,B,3.735806594081013
C,A,C,B,B,B,3.7711589191607
A,A,A,E,C,A,3.786206453050902
C,C,E,D,A,A,3.802198895495971
C,C,A,E,A,A,3.833690595222655
C,D,C,D,B,A,3.850876566792044
A,B,D,E,B,A,3.863751725807597
D,C,D,C,B,A,3.8875880873454136
A,C,B,C,B,B,3.89421434017748
C,A,C,A,C,B,4.000540198099718
A,A,C,D,C,A,4.023962569063284
B,A,C,A,A,A,4.02408590158573
C,C,D,B,B,B,4.025625748356318
A,B,D,C,A,A,4.098344683124727
A,A,D,C,C,A,4.118675028646757
C,B,A,C,B,B,4.126252435313469
D,A,C,C,B,B,4.177778891804814
B,A,C,E,A,A,4.222288283044064
C,D,B,E,B,A,4.2375970976731
D,C,A,B,B,A,4.277123520979399
B,C,A,E,A,A,4.286467946531092
A,C,B,D,A,A,4.370103864418732
C,A,B,E,C,B,4.527235954674104
B,A,A,D,B,B,4.530710453938954
A,A,C,B,B,B,4.5805528676666585
B,A,A,E,A,A,4.59864255760861
A,A,B,C,B,B,4.599113495955899
A,C,D,C,C,B,4.602426813811662
C,E,D,A,C,A,4.641847673534021
C,E,C,D,C,A,4.773661218718551
C,A,A,C,C,B,4.795489806667003
A,C,C,A,C,B,4.829046698597236
C,D,A,C,B,A,4.855754322430614
B,D,E,D,C,A,4.856116889946302
E,C,D,C,C,A,4.8688622222202085
A,B,A,D,A,A,4.905193124456751
A,B,B,D,B,B,4.933037230943119
B,A,E,D,C,B,4.937237466560561
A,A,E,C,C,A,4.966648442960421
A,B,D,A,B,B,4.988881634551461
A,A,B,C,B,A,4.995762580912035
A,C,B,A,A,A,5.00345111436486
A,A,E,D,C,A,5.0775946652021
C,A,C,D,C,B,5.092927617716563
A,A,C,E,C,A,5.128748989895929
C,A,B,A,C,B,5.140570128342576
A,C,D,B,C,B,5.171715161608176
B,D,C,D,B,A,5.173124845021366
C,C,A,C,B,B,5.189309908722404
C,A,B,A,B,B,5.201224985899087
C,C,C,A,B,B,5.21482483050674
C,E,C,A,C,A,5.227596380428491
E,C,E,C,C,A,5.244388366928924
C,E,A,C,C,A,5.257183674852903
C,A,D,B,B,B,5.26540255913678
C,A,D,D,A,A,5.27492148127118
C,E,E,A,B,A,5.276042173659916
C,C,B,A,B,B,5.403388558458267
D,B,A,B,A,A,5.411974494591721
A,B,C,A,C,B,5.472704447244844
B,A,B,A,A,A,5.5001065617702345
B,A,A,C,C,B,5.510076450561584
A,A,B,E,B,A,5.51452331954915
A,B,C,D,B,B,5.5960514256556895
A,B,C,D,A,A,5.649253865679706
B,A,C,A,B,B,5.688351115282891
C,A,D,B,A,A,5.824702175007897
A,B,C,A,A,A,5.827205767795904
D,A,D,A,C,A,5.8560450879690045
D,B,D,A,C,A,5.858567750108828
A,D,B,C,B,A,5.868371025625064
A,A,D,D,B,B,5.910447841331886
C,A,E,A,B,B,5.932463837397395
A,B,A,C,B,B,5.97214170133686
B,A,E,A,B,B,5.975853949484746
C,E,A,B,C,A,6.073105743479044
A,C,C,B,A,B,6.093897746106268
A,A,E,B,C,A,6.116389873647229
B,D,A,A,C,B,6.121694387417622
A,D,B,C,B,B,6.13191308087018
B,C,A,C,B,B,6.1786413009563885
E,C,A,B,B,A,6.179071131839601
A,A,D,D,B,A,6.190690859068119
D,A,D,A,C,B,6.211885628558079
A,D,A,D,C,B,6.23141754984194
B,E,B,E,B,A,6.236963813146988
C,E,E,D,B,A,6.244515222605121
A,C,E,B,A,A,6.247317753222174
A,D,A,D,C,A,6.381789048866654
B,E,C,C,A,A,6.399712019629903
A,B,E,A,B,B,6.412489643045754
C,A,C,A,B,B,6.424196154787095
B,A,E,E,B,A,6.435659753231413
C,D,D,C,B,A,6.436015742525559
A,C,A,C,B,B,6.436970483813048
A,A,E,A,B,B,6.441647528417818
A,A,A,C,B,A,6.45059971910984
A,A,C,A,B,A,6.45090576621217
C,A,D,C,A,A,6.481405188945428
B,A,E,C,C,B,6.508253713632893
B,D,D,A,C,B,6.539867606517787
C,C,A,E,B,B,6.54400428464423
A,B,B,A,B,B,6.548337173548333
C,A,E,C,A,A,6.550563196277303
E,C,D,E,B,A,6.565508970337978
A,C,A,A,A,A,6.576775131748805
C,E,A,D,B,A,6.584920972162663
B,D,D,C,B,A,6.615269953373399
E,C,D,A,B,A,6.623157727966043
A,C,C,D,B,B,6.676521502636538
A,B,D,B,B,B,6.684604816202131
C,A,D,C,B,B,6.702038150624394
E,A,B,B,C,A,6.713040254689071
A,C,C,D,A,A,6.742784102867488
C,A,A,B,C,B,6.777508254017963
C,E,B,A,C,A,6.804283299307348
B,A,E,E,C,B,6.855787052052597
C,C,E,C,C,B,6.888595781109702
A,C,C,E,A,A,6.9150346941882646
A,C,B,E,A,A,6.9271813988850335
A,D,B,D,C,A,6.955010740542093
B,E,E,A,B,A,6.963665963090534
A,B,C,C,A,B,6.9891218563049895
E,A,A,D,B,B,7.000181767249448
A,C,D,C,A,A,7.0287326199948525
B,C,D,E,B,B,7.041929485611564
C,A,C,D,A,A,7.060657761242952
B,E,C,E,C,A,7.087653849044058
A,C,A,B,B,B,7.10973381444389
B,A,B,E,B,B,7.122939463352513
C,D,E,C,B,A,7.149118133254914
C,A,E,C,C,B,7.16387754446588
B,A,E,A,A,A,7.192373639527305
A,C,E,A,B,B,7.273421710920951
A,C,C,E,C,B,7.302564557412757
A,B,A,B,B,B,7.309825407874074
A,A,C,D,B,A,7.382054476873447
C,A,E,B,C,B,7.466104969963097
C,A,E,D,C,B,7.565668413143986
A,C,C,A,B,B,7.566580552225107
B,A,E,D,A,A,7.584021249318798
B,A,D,E,A,A,7.604416282386251
C,E,D,C,C,A,7.613120826935974
E,C,C,D,C,A,7.627940460441807
C,A,C,C,A,B,7.639703544103674
A,B,C,E,A,A,7.650862400745731
B,A,E,C,A,A,7.671851011940045
B,E,C,A,C,A,7.674422276585942
A,A,C,D,C,B,7.681604958285371
C,B,A,B,A,B,7.724917113703369
B,A,C,D,A,B,7.753118697805616
C,A,A,C,B,B,7.762504752920011
C,C,E,A,B,B,7.783949094185552
A,C,E,E,A,A,7.7961919370469
A,C,A,E,C,B,7.803512974811027
D,A,A,A,C,A,7.825959229583136
A,A,D,C,C,B,7.840254040147002
D,A,E,E,C,A,7.888835445116962
C,A,D,E,C,B,7.940662646040567
B,E,D,A,C,A,7.959904785429525
C,A,A,E,C,B,7.9928820313867694
B,C,A,A,A,B,7.997276062295446
A,A,B,A,C,B,8.00016853355914
D,B,A,B,C,B,8.002280917279121
C,B,A,A,A,B,8.014160956027105
B,C,D,A,A,B,8.033774276043124
B,C,C,E,B,B,8.077351708499862
A,B,D,D,A,B,8.084838141879692
C,C,A,D,C,C,8.115879163410968
C,A,C,D,B,B,8.12882974811069
A,C,D,C,B,B,8.12946831186321
C,A,C,E,A,A,8.142071466269096
A,D,D,D,C,B,8.186164697034132
B,A,E,D,B,B,8.19334661825377
A,A,A,E,B,A,8.215396266406158
C,C,D,A,C,C,8.254887477785928
C,E,E,E,B,A,8.257908550534193
E,C,E,E,B,A,8.288882102455256
C,A,B,D,A,A,8.294779654276313
C,C,E,A,A,B,8.29949925535879
C,E,B,D,B,A,8.309067217382152
D,B,C,A,B,A,8.351069069542525
A,C,E,D,C,B,8.358725379840013
C,E,C,D,B,A,8.360462937124325
E,C,D,C,B,A,8.361105823769291
C,A,B,C,A,B,8.36155864211606
B,D,A,C,B,A,8.364668253403103
D,A,E,B,C,A,8.367003147874449
B,D,A,D,A,A,8.385010558718307
A,D,C,D,C,A,8.395615092294362
C,D,A,B,B,A,8.422123609463005
C,A,E,D,A,A,8.427545187148027
B,A,A,C,B,B,8.443707897843954
E,C,D,B,B,A,8.460492230108144
B,A,C,E,B,B,8.535724698619306
A,C,D,E,A,A,8.547202972005076
A,C,E,B,B,B,8.564817010444186
C,A,D,E,A,A,8.606434925357023
A,E,B,B,C,B,8.634608309748545
A,D,D,D,C,A,8.653625416461077
A,B,C,A,B,B,8.717133726033364
A,D,C,A,C,A,8.730086838722007
C,E,D,D,B,A,8.73924028368511
A,E,B,B,C,A,8.74754340294834
E,C,B,E,B,A,8.75412749038621
D,A,A,D,C,A,8.763502780502511
C,E,D,A,B,A,8.79500551571126
D,C,D,A,B,B,8.858234586520682
A,C,B,C,A,A,8.867338480161461
C,D,A,D,B,B,8.878898888824756
E,C,C,A,B,A,8.91425451714045
C,A,E,B,A,A,8.932692784944523
A,A,C,E,C,B,8.961009671694478
C,E,A,C,B,A,8.992058991372938
A,A,E,C,C,B,8.99809189054809
A,D,E,E,C,A,9.029147902876758
A,D,B,D,C,B,9.03478897389912
B,D,D,E,A,A,9.062238045840148
A,E,A,D,C,B,9.08867932082912
A,E,E,A,C,A,9.092696363142508
A,D,D,A,C,A,9.11731771168287
C,E,C,A,B,A,9.122670276718496
B,A,B,D,A,B,9.189653107813578
B,A,D,E,B,B,9.242907511364724
B,E,A,D,C,A,9.270325410625553
B,D,A,A,B,B,9.274196978505165
A,E,A,D,C,A,9.296574130847032
A,C,E,C,A,A,9.32797446830784
A,D,E,C,C,A,9.355018047001874
A,D,D,A,C,B,9.36217250391472
D,C,E,A,A,A,9.372039594208106
D,B,A,A,B,B,9.375990076455098
B,E,B,A,B,A,9.412483579508438
D,A,E,A,C,A,9.419724880645326
A,C,E,D,A,A,9.425907784209798
B,A,C,D,B,D,9.442882597221898
C,E,C,E,B,A,9.445621630629889
A,A,E,D,C,B,9.486466356142843
A,E,E,D,C,A,9.542619737982337
D,A,C,A,C,A,9.555400744035133
D,B,E,A,B,B,9.566816591625136
A,D,A,D,B,A,9.593216282280691
C,E,D,B,B,A,9.600096053250546
A,D,A,D,B,B,9.604155274583988
B,D,D,A,B,B,9.620270125811109
D,A,D,A,B,B,9.62242852433702
A,B,A,E,A,A,9.624257784783332
C,A,C,E,B,B,9.632776005613104
E,C,E,A,B,A,9.659971826369006
A,A,E,E,C,A,9.679746155937092
A,C,B,E,C,B,9.691736797196704
C,C,A,D,A,B,9.692353870403815
C,A,A,B,B,B,9.696178853117654
E,C,B,A,B,A,9.741864120683534
A,C,B,A,B,B,9.746773730995043
A,A,B,E,C,B,9.792225999680328
A,A,B,B,A,B,9.80512702735056
C,C,D,A,A,B,9.815970340238367
D,A,A,E,C,A,9.827263576013909
C,C,D,D,A,B,9.844352635812443
D,B,A,D,B,B,9.901803044544666
A,C,A,E,B,B,9.902163068091369
A,A,E,B,B,A,9.923659030097411
C,E,A,E,B,A,10.01597018113957
D,C,E,A,C,B,10.05118317825996
A,B,A,B,A,B,10.066565261050616
B,A,A,B,A,B,10.090930176233094
A,C,D,E,C,B,10.095741836604695
B,A,D,E,A,B,10.122674194986445
C,D,C,B,A,B,10.150738401053797
D,A,E,C,C,A,10.193285215173432
E,B,B,E,A,A,10.196893875843404
C,A,D,A,C,C,10.209980669536524
D,A,D,B,B,A,10.224297872235253
D,B,D,D,A,A,10.283444870149554
A,E,D,D,C,B,10.286393833433456
B,A,E,C,B,B,10.2910886340286
A,D,B,A,C,A,10.33201254410755
E,B,A,C,B,A,10.370032573871097
D,A,C,E,C,A,10.384635997050829
B,E,A,E,B,A,10.388504911526557
A,B,A,D,A,B,10.405839606583326
A,C,C,E,B,B,10.435793946436752
D,C,B,A,A,A,10.440011094382845
C,D,A,A,B,B,10.45374525869812
A,B,D,E,C,B,10.47425507630967
C,B,A,A,C,C,10.527278031117683
E,A,D,D,C,B,10.53938254545141
C,B,C,A,A,B,10.608229203224903
D,A,B,A,C,A,10.614258479206091
E,A,A,A,C,A,10.63613060569274
C,D,B,A,A,A,10.639135627965675
C,D,B,A,C,B,10.661013754752029
D,A,A,E,C,B,10.699059712096735
C,D,E,A,C,B,10.727672405296753
C,A,E,C,B,B,10.728859176602167
D,C,C,C,A,B,10.733922778935147
D,C,E,C,A,A,10.736677676015804
E,C,D,A,C,B,10.745042834699705
B,C,C,A,A,B,10.764823838512388
A,A,A,C,B,B,10.787757552127855
A,A,C,A,B,B,10.78956055754439
A,D,A,B,C,A,10.806579742590523
A,B,A,E,B,B,10.824220156587613
A,E,C,C,C,A,10.82649365073381
A,C,E,B,C,B,10.856119132087404
B,D,E,D,A,A,10.86110688854616
A,A,C,D,B,B,10.892832848900705
C,E,D,E,B,A,10.903646770528658
C,A,E,D,B,B,10.917884559518702
E,C,E,C,B,A,10.92648442812706
E,C,C,D,B,A,10.94870802561633
C,D,D,D,B,B,10.95211083261061
D,B,D,A,B,B,10.965004167449894
A,B,D,C,B,C,11.00607467434804
A,D,C,E,C,A,11.012140704902569
C,A,A,E,B,B,11.014148403300029
D,A,B,C,A,B,11.021314167534362
C,C,E,A,C,C,11.040732551254097
E,A,A,B,C,D,11.0685519735723
C,D,B,D,B,B,11.077985651272463
B,A,A,E,C,B,11.095896292632238
A,D,B,E,C,A,11.102683687779308
C,A,D,E,B,B,11.132471339451076
A,D,E,C,B,B,11.142191523275873
C,D,C,A,C,B,11.170009866083737
D,C,A,C,C,B,11.175331479948516
A,E,D,D,C,A,11.17931408893542
A,D,D,C,C,A,11.185626209323903
D,A,E,D,C,A,11.199916227580967
B,A,D,D,A,B,11.287970730957127
B,E,E,D,B,A,11.299309775795289
A,C,E,D,B,B,11.306487824631848
E,B,D,D,B,A,11.30911680320207
C,C,A,E,C,C,11.312142528217567
B,D,D,C,C,B,11.314432058071802
B,E,C,D,B,A,11.321777803332134
B,E,A,A,B,A,11.333403639367836
B,A,D,C,B,C,11.369030229344387
A,B,E,D,C,C,11.380777394366444
D,A,D,E,C,A,11.396340159308371
C,A,D,A,C,D,11.404469316464937
A,D,C,D,C,B,11.422616704529498
C,D,E,A,A,A,11.428663023141052
C,A,B,A,A,B,11.438782931802407
A,D,D,B,C,A,11.449015396787802
C,A,D,D,A,B,11.457061409925352
A,B,C,E,B,B,11.45818357066074
A,E,C,A,C,B,11.4627146449504
A,C,D,D,A,B,11.504106717661063
E,C,E,A,C,B,11.516182111753952
C,E,A,D,C,B,11.520741325365393
B,A,C,D,B,C,11.559795084227892
D,A,D,D,B,B,11.563648816288152
E,A,B,E,B,A,11.56979721871788
A,B,D,E,A,A,11.593961036683336
C,A,A,D,A,B,11.612317812906806
C,C,D,E,B,B,11.623378366478091
C,D,D,A,B,B,11.636767871149994
D,C,A,D,B,B,11.642273265300792
C,B,A,C,C,C,11.64568356066682
B,E,C,A,B,A,11.671653450901156
A,E,E,C,C,A,11.675853749582778
C,B,D,A,A,B,11.728226366684671
C,E,E,A,C,B,11.789114080442646
A,E,E,A,C,B,11.794017488920174
B,A,D,A,C,C,11.795770784925905
B,E,D,A,B,A,11.806836013521744
A,E,D,A,C,A,11.846959036149928
D,A,B,E,C,B,11.877851495385578
D,A,A,A,B,A,11.908985306937172
D,E,E,A,B,B,11.909261245460293
A,D,E,B,C,B,11.950958204721204
A,A,B,B,A,A,11.982265562755142
C,A,A,A,C,D,12.013203550760249
E,D,A,C,C,A,12.032478893581544
C,A,E,C,C,C,12.04550968400183
B,C,A,D,A,B,12.050899321143213
A,E,A,C,C,A,12.052069935962702
A,B,A,D,C,C,12.079688178702352
D,A,A,A,B,B,12.08016168045866
A,C,D,A,A,B,12.08649114082083
D,C,B,A,C,B,12.094779458158175
A,A,A,E,B,B,12.09969440695222
C,D,A,B,C,B,12.132762460046496
B,A,E,B,B,B,12.143994929776984
D,A,B,B,C,A,12.155483896928288
D,C,C,A,C,B,12.1590076015899
E,A,E,D,C,A,12.16543985267402
A,C,A,A,C,D,12.165917185436454
D,A,D,C,B,A,12.184869474515864
A,C,B,E,C,C,12.185751545681327
A,D,C,D,B,A,12.18676548311534
D,B,E,E,A,A,12.19543784028652
A,A,C,E,B,B,12.263186065399909
A,E,E,B,C,A,12.282804038967267
C,C,D,C,A,B,12.319376777879748
D,A,D,D,B,A,12.330533563676834
D,A,D,B,B,B,12.347063632233413
C,C,C,D,A,B,12.379735973520164
C,A,C,A,C,C,12.38210132477915
A,C,A,C,C,C,12.447391739486148
C,A,C,C,A,A,12.48560190838808
A,E,C,D,C,A,12.504017919174432
C,A,B,E,C,C,12.513312917534648
E,A,D,C,C,A,12.514364039862276
C,D,A,B,A,A,12.596940370982576
D,A,E,B,B,A,12.596986781509091
D,A,C,A,C,B,12.649121444555352
A,A,E,C,B,B,12.65267051635448
C,E,D,D,C,B,12.689450609071084
D,C,C,B,C,B,12.703087164021548
A,C,B,D,A,B,12.70754928655013
C,A,D,B,C,C,12.722865584343126
B,E,D,C,B,A,12.730316117726296
B,A,E,B,A,A,12.732845916676476
A,C,A,B,C,C,12.736345907067012
A,D,C,A,B,A,12.779552487201382
C,C,A,C,A,B,12.783437403356174
C,C,C,A,A,B,12.785061685249271
C,C,D,A,B,C,12.789805724556754
E,A,E,C,C,A,12.823789591504624
C,A,D,B,A,B,12.825776459033658
A,C,B,E,B,B,12.84190748429624
A,C,C,C,A,A,12.88022105540723
D,C,E,E,A,A,12.886023141653151
A,B,C,A,A,B,12.934106072700803
A,A,C,C,A,B,12.94187014384092
B,A,D,C,A,B,12.943703995131097
E,A,B,A,C,A,12.948511265979093
A,C,A,A,A,B,12.951325651805512
A,A,B,E,B,B,12.95760822141887
A,D,E,E,B,A,12.961091068982617
C,D,C,D,A,A,12.971249095124085
A,E,A,B,C,A,12.977003563385637
D,C,D,C,A,A,13.067922301111182
A,B,E,D,C,D,13.070025645037836
C,D,D,D,A,A,13.135426376755513
A,C,D,E,B,B,13.141383412007531
B,A,B,A,A,B,13.14635315215783
B,E,E,B,C,B,13.146898208356662
D,C,D,D,A,A,13.15203456581276
D,C,E,D,A,A,13.158010085039775
C,A,B,A,C,C,13.174562173481355
A,E,C,A,C,A,13.19735317015136
A,A,B,B,B,B,13.20735116687508
C,A,C,E,C,C,13.2108161975958
E,B,E,D,B,A,13.244234153220962
D,A,C,E,C,B,13.247366430444128
A,E,C,E,C,A,13.253033709055453
A,E,A,D,B,B,13.265342563524602
B,D,C,A,B,B,13.286455645571174
A,D,C,E,C,B,13.298757827365192
C,D,A,E,C,B,13.328364293014324
A,E,E,D,B,A,13.334482342384144
C,E,D,A,C,B,13.340021490280709
E,C,A,D,C,B,13.355289036396591
C,A,C,A,C,D,13.360424381223195
C,D,A,D,A,A,13.363183591565464
A,C,D,A,C,D,13.373154329547356
A,C,A,C,C,D,13.376040417988584
D,A,B,A,C,B,13.395651628065549
E,C,E,E,C,D,13.431292705467497
B,E,D,B,B,A,13.4548100713434
A,C,C,E,C,C,13.472251117786954
A,D,E,C,B,A,13.489264939952422
B,D,C,A,A,A,13.49493671381259
C,D,C,E,C,B,13.497547605162824
B,A,D,A,C,D,13.507078095150815
B,D,A,C,A,A,13.522537845471556
A,D,A,E,C,A,13.532065555784628
C,A,E,E,C,B,13.536805925670103
C,B,D,A,C,C,13.553680198366918
B,E,C,C,C,C,13.561435571858272
A,A,B,C,A,B,13.561471026910048
A,D,A,B,C,B,13.583055541223406
B,D,A,E,A,A,13.59102569086586
A,B,A,D,C,D,13.597525726988096
D,B,E,A,A,A,13.598732336186492
C,A,E,A,C,C,13.60949099304882
B,E,A,D,B,A,13.64055340032768
A,C,A,E,C,C,13.658905265499634
A,C,E,E,C,C,13.693659707359236
A,D,B,A,C,B,13.694339659618056
E,A,C,A,C,A,13.700632149355007
A,D,E,A,B,B,13.72278731764554
C,A,C,B,A,B,13.730702696513204
C,A,D,C,C,C,13.758417067108864
A,C,C,D,C,C,13.75923470444808
A,B,D,E,B,B,13.759417826198549
E,B,D,D,A,A,13.761982045206054
D,A,C,C,A,B,13.767630359620084
A,D,C,C,A,B,13.777672384949163
A,A,C,B,A,B,13.805307990705176
D,A,B,E,B,A,13.811292497683304
A,D,D,C,C,B,13.826894173793704
A,E,D,C,C,A,13.838699047960338
D,A,E,A,B,B,13.852626834853757
B,D,E,C,C,B,13.857191178208154
E,B,A,A,C,B,13.870876198122
D,A,B,A,B,A,13.880180758195822
D,A,E,C,B,A,13.90089485102379
E,D,C,E,B,A,13.94424608447351
E,B,E,C,A,A,13.946871870812094
C,D,E,C,A,A,13.948794950851363
C,E,A,E,C,B,13.961008381514697
B,E,D,A,C,B,13.989344843342664
D,C,D,C,B,B,14.011516530167428
A,E,E,E,C,A,14.018850528155156
C,C,A,A,B,C,14.058806281112863
A,E,E,D,C,B,14.07135360413861
A,B,A,C,C,C,14.091796238354291
