R1,R2,R3,R4,X,Y,barrier
A,A,C,A,A,A,19.140488769999653
A,A,C,A,A,B,22.595625301556698
A,A,C,A,A,D,45.90240637731061
A,A,C,A,B,A,6.45090576621217
A,A,C,A,B,B,10.78956055754439
A,A,C,B,A,B,13.805307990705177
A,A,C,B,B,B,4.5805528676666585
A,A,C,B,B,C,25.62767457868703
A,A,C,B,B,D,26.92315170320039
A,A,C,B,C,B,1.4360580996842136
A,A,C,B,C,C,20.978901092981584
A,A,C,B,C,D,22.024237855572235
A,A,C,C,A,B,12.94187014384092
A,A,C,C,B,B,3.256042582245659
A,A,C,C,B,C,26.536996951093123
A,A,C,C,B,D,27.866067416348667
A,A,C,C,C,B,0.13358633144552476
A,A,C,C,C,C,21.778338677180106
A,A,C,C,C,D,22.854158280620247
A,A,C,D,A,B,21.36882371256001
A,A,C,D,A,C,41.808707889136016
A,A,C,D,B,A,7.3820544768734475
A,A,C,D,B,B,10.892832848900705
A,A,C,D,B,C,23.999709824920707
A,A,C,D,B,D,25.61806079404653
A,A,C,D,C,A,4.023962569063284
A,A,C,D,C,B,7.681604958285371
A,A,C,D,C,C,19.122409346035518
A,A,C,D,C,D,20.468945878803893
A,A,C,E,A,C,36.95428857057497
A,A,C,E,A,D,39.633075698406586
A,A,C,E,B,B,12.263186065399907
A,A,C,E,B,C,22.62822132266811
A,A,C,E,B,D,24.034613844737358
A,A,C,E,C,A,5.128748989895929
A,A,C,E,C,B,8.961009671694478
A,A,C,E,C,C,18.022577804322456
A,A,C,E,C,D,19.207024247394525
A,A,D,A,A,A,17.70766454927965
A,A,D,A,A,B,17.222781937655053
A,A,D,A,A,C,42.30789051105155
A,A,D,B,A,A,18.03914888817239
A,A,D,B,A,B,20.170982476413883
A,A,D,B,A,C,38.32236032950604
A,A,D,B,B,B,3.2483614256608373
A,A,D,B,C,C,18.39256878074106
A,A,D,C,C,A,4.118675028646757
A,A,D,C,C,B,7.840254040147002
A,A,D,C,C,C,19.11762658246923
A,A,D,C,C,D,20.470445023889866
A,A,D,D,A,B,18.246013603663975
A,A,D,D,A,C,35.55036500022642
A,A,D,D,A,D,43.86132374708195
A,A,D,D,B,A,6.190690859068119
A,A,D,D,B,B,5.910447841331886
A,A,D,D,B,C,22.077487739975783
A,A,D,D,B,D,23.795319054955232
A,A,D,E,A,B,24.55789310336267
A,A,D,E,A,C,37.460546452138914
A,A,D,E,A,D,39.80136585400553
A,A,E,A,A,A,17.24581644999556
A,A,E,A,A,B,23.04621487124775
A,A,E,A,B,A,3.5285273457987913
A,A,E,A,B,B,6.441647528417818
A,A,E,A,C,A,0.052980643595743594
A,A,E,A,C,D,18.376789730780505
A,A,E,B,A,A,19.907220867585163
A,A,E,B,A,B,24.60996425368351
A,A,E,B,A,C,38.54159184428161
A,A,E,B,A,D,39.51417257467255
A,A,E,B,B,A,9.923659030097413
A,A,E,B,B,B,17.78263149224069
A,A,E,B,B,C,27.264798103628586
A,A,E,B,B,D,28.298812900430296
A,A,E,B,C,A,6.116389873647229
A,A,E,B,C,B,14.168183612997485
A,A,E,B,C,C,25.48100457736538
A,A,E,B,C,D,20.902475707189904
A,A,E,C,A,C,48.325607070844235
A,A,E,C,B,B,12.652670516354481
A,A,E,C,B,C,27.850878396405903
A,A,E,C,B,D,30.23618550306791
A,A,E,C,C,A,4.966648442960421
A,A,E,C,C,B,8.99809189054809
A,A,E,C,C,C,23.060621245017533
A,A,E,C,C,D,25.010731458704957
A,A,E,D,A,C,45.453884622015934
A,A,E,D,A,D,48.24045233027765
A,A,E,D,C,A,5.0775946652021
A,A,E,D,C,B,9.486466356142845
A,A,E,D,C,C,19.287498973204777
A,A,E,D,C,D,21.048962239979446
A,A,E,E,A,A,20.683701505581908
A,A,E,E,A,D,47.04741431895593
A,A,E,E,B,C,27.584667297433246
A,A,E,E,B,D,30.2338667239909
A,A,E,E,C,A,9.679746155937092
A,A,E,E,C,B,17.674502415881967
A,A,E,E,C,C,22.605476268394376
A,A,E,E,C,D,23.426994003832306
A,B,A,B,A,A,2.3368732859221995
A,B,A,B,A,B,10.066565261050616
A,B,A,B,B,A,2.564755459796741
A,B,A,B,B,B,7.309825407874074
A,B,A,B,B,C,19.531000783425274
A,B,A,B,C,B,-4.569882383585145
A,B,A,B,C,C,14.6773053122164
A,B,A,C,B,B,5.97214170133686
A,B,A,C,B,C,19.038929282702778
A,B,A,C,B,D,20.463920653448707
A,B,A,C,C,C,14.091796238354291
A,B,A,D,A,A,4.905193124456751
A,B,A,D,A,B,10.405839606583326
A,B,A,D,A,C,35.2349387517331
A,B,A,D,B,B,-0.3247545457382149
A,B,A,D,B,C,17.096652142424958
A,B,A,D,C,C,12.079688178702352
A,B,A,D,C,D,13.597525726988096
A,B,A,E,A,A,9.624257784783333
A,B,A,E,A,B,18.628120805377065
A,B,A,E,B,B,10.824220156587613
A,B,A,E,B,C,21.54244030543459
A,B,A,E,B,D,22.824503862796544
A,B,A,E,C,C,16.015709688427428
A,B,A,E,C,D,17.237581258253392
A,B,B,A,A,A,2.210968487306377
A,B,B,A,B,B,6.548337173548333
A,B,B,D,B,B,4.933037230943119
A,B,B,D,C,A,-6.578390408091568
A,B,B,E,C,C,17.883811740285918
A,B,C,A,A,A,5.8272057677959035
A,B,C,A,A,B,12.934106072700805
A,B,C,A,A,C,39.35176769727873
A,B,C,A,B,B,8.717133726033364
A,B,C,A,B,C,22.847969719364343
A,B,C,A,B,D,24.453479460570545
A,B,C,A,C,B,5.472704447244844
A,B,C,A,C,C,17.68562480380833
A,B,C,A,C,D,18.96161306617413
A,B,C,B,A,C,36.195333998593696
A,B,C,B,C,B,2.282868300658542
A,B,C,C,A,A,2.3681566381202517
A,B,C,C,A,B,6.9891218563049895
A,B,C,C,C,B,-3.809160567642559
A,B,C,D,A,A,5.649253865679706
A,B,C,D,A,B,14.269693425162213
A,B,C,D,A,C,36.38773820942096
A,B,C,D,B,A,-11.432124665339314
A,B,C,D,B,B,5.5960514256556895
A,B,C,D,B,C,21.212787335357746
A,B,C,D,C,B,2.9056875418415027
A,B,C,E,A,A,7.650862400745731
A,B,C,E,A,B,15.70862687982165
A,B,C,E,A,C,36.05680919634319
A,B,C,E,B,B,11.45818357066074
A,B,C,E,B,C,22.99976170161405
A,B,C,E,B,D,19.297702969778964
A,B,C,E,C,C,17.855641922551758
A,B,D,A,B,B,4.988881634551461
A,B,D,A,B,C,22.62897299930031
A,B,D,A,B,D,24.625218658837
A,B,D,B,B,B,6.684604816202131
A,B,D,B,B,C,20.39650421889139
A,B,D,C,A,A,4.0983446831247266
A,B,D,C,B,B,-0.5862488398540956
A,B,D,C,B,C,11.00607467434804
A,B,D,D,A,A,1.192687186477227
A,B,D,D,A,B,8.084838141879692
A,B,D,D,A,C,30.767206222292387
A,B,D,E,A,A,11.593961036683337
A,B,D,E,A,B,20.466588126492987
A,B,D,E,A,C,38.019810635858256
A,B,D,E,B,A,3.8637517258075973
A,B,D,E,B,B,13.759417826198547
A,B,D,E,B,C,24.01535245522212
A,B,D,E,B,D,26.962886937849518
A,B,D,E,C,B,10.47425507630967
A,B,D,E,C,C,18.38712265279224
A,B,E,A,A,B,14.414888152401993
A,B,E,A,A,C,36.9321359067313
A,B,E,A,A,D,36.44381394520358
A,B,E,A,B,A,3.6514074162268977
A,B,E,A,B,B,6.412489643045754
A,B,E,A,B,C,30.61350102091516
A,B,E,A,B,D,20.62295590466594
A,B,E,B,B,B,0.9844404058300292
A,B,E,B,B,C,18.448364430746125
A,B,E,C,B,A,-1.8991412441005726
A,B,E,C,B,D,14.191546335521664
A,B,E,D,A,A,-0.6038285315729558
A,B,E,D,B,A,0.18105165834133113
A,B,E,D,C,C,11.380777394366445
A,B,E,D,C,D,13.070025645037836
A,B,E,E,A,A,2.959946444958547
A,B,E,E,A,B,20.687330406000644
A,B,E,E,A,C,27.728438994982163
A,B,E,E,A,D,30.764588433190685
A,B,E,E,B,C,20.329240326878203
A,B,E,E,B,D,21.95427043849349
A,C,A,A,A,A,6.576775131748805
A,C,A,A,A,B,12.951325651805513
A,C,A,A,A,C,36.0349166282168
A,C,A,A,B,B,1.8952412395558613
A,C,A,A,B,C,16.303769475985145
A,C,A,A,C,D,12.165917185436454
A,C,A,B,A,B,15.937936135189146
A,C,A,B,A,C,33.33724538539421
A,C,A,B,B,B,7.10973381444389
A,C,A,B,B,C,17.795250749806172
A,C,A,B,B,D,18.94369534871397
A,C,A,B,C,B,2.4125047425818735
A,C,A,B,C,C,12.736345907067012
A,C,A,B,C,D,14.147126079362657
A,C,A,C,A,B,15.95783091512547
A,C,A,C,B,B,6.436970483813048
A,C,A,C,B,C,17.088310326439995
A,C,A,C,B,D,18.25023313413761
A,C,A,C,C,B,3.5775466953863626
A,C,A,C,C,C,12.447391739486148
A,C,A,C,C,D,13.376040417988584
A,C,A,E,A,C,33.745331899015675
A,C,A,E,B,B,9.902163068091367
A,C,A,E,B,C,18.24735082826294
A,C,A,E,B,D,19.293284388142784
A,C,A,E,C,B,7.803512974811027
A,C,A,E,C,C,13.658905265499634
A,C,A,E,C,D,14.732296537112877
A,C,B,A,A,A,5.00345111436486
A,C,B,A,A,B,14.566274152157948
A,C,B,A,B,B,9.746773730995045
A,C,B,A,B,C,20.618152357886057
A,C,B,A,B,D,21.805472157569376
A,C,B,A,C,A,-3.1041281076039247
A,C,B,A,C,C,15.752897282795553
A,C,B,B,A,A,2.2512371796960746
A,C,B,B,A,C,34.992958893573025
A,C,B,B,B,B,-2.7799994423704986
A,C,B,B,B,D,23.92494774369434
A,C,B,B,C,B,-5.894716703310388
A,C,B,C,A,A,8.867338480161461
A,C,B,C,B,A,-10.60925850070991
A,C,B,C,B,B,3.8942143401774802
A,C,B,C,B,C,19.93054698114006
A,C,B,D,A,A,4.370103864418732
A,C,B,D,A,B,12.70754928655013
A,C,B,E,A,A,6.9271813988850335
A,C,B,E,A,B,19.091905387603884
A,C,B,E,A,C,28.72361955618566
A,C,B,E,B,B,12.841907484296241
A,C,B,E,B,C,16.591676587736426
A,C,B,E,B,D,16.791469576207987
A,C,B,E,C,B,9.691736797196704
A,C,B,E,C,C,12.185751545681327
A,C,C,A,A,B,17.325477823887933
A,C,C,A,B,B,7.566580552225107
A,C,C,A,B,C,19.281895962983242
A,C,C,A,B,D,20.496860610784605
A,C,C,A,C,B,4.829046698597236
A,C,C,A,C,C,14.438001353016952
A,C,C,A,C,D,15.482211868434767
A,C,C,B,A,B,6.0938977461062676
A,C,C,B,B,B,0.49384788278306324
A,C,C,B,B,D,22.568047406015353
A,C,C,B,C,B,-2.682174222999502
A,C,C,B,C,C,16.92938861043268
A,C,C,C,A,A,12.88022105540723
A,C,C,C,B,B,-0.4923809074190903
A,C,C,C,B,C,21.48477470795888
A,C,C,C,C,C,16.818318729325703
A,C,C,D,A,A,6.742784102867488
A,C,C,D,A,B,14.993628500574903
A,C,C,D,B,B,6.676521502636538
A,C,C,D,B,C,18.69958662140124
A,C,C,D,C,B,3.5718039280980305
A,C,C,D,C,C,13.75923470444808
A,C,C,E,A,A,6.9150346941882646
A,C,C,E,A,B,17.507958734228566
A,C,C,E,A,C,30.466390743812845
A,C,C,E,B,B,10.435793946436753
A,C,C,E,B,C,18.995791882473423
A,C,C,E,B,D,20.165970795517687
A,C,C,E,C,A,-4.634492530427072
A,C,C,E,C,B,7.302564557412757
A,C,C,E,C,C,13.472251117786954
A,C,C,E,C,D,15.455310911376534
A,C,D,A,A,B,12.08649114082083
A,C,D,A,A,C,34.95415812964392
A,C,D,A,B,A,-5.206277789419016
A,C,D,A,B,B,1.8697874327384039
A,C,D,A,B,D,18.32640614907443
A,C,D,A,C,D,13.373154329547356
A,C,D,B,A,A,-8.153648876756524
A,C,D,B,A,B,14.517106888608742
A,C,D,B,A,C,32.677548410169706
A,C,D,B,B,C,19.64875209545237
A,C,D,B,C,B,5.171715161608176
A,C,D,B,C,C,15.188521592794205
A,C,D,C,A,A,7.0287326199948525
A,C,D,C,A,B,15.55359043645295
A,C,D,C,A,C,34.31824441306587
A,C,D,C,B,B,8.12946831186321
A,C,D,C,B,C,20.01328085099978
A,C,D,C,B,D,21.561053818244776
A,C,D,C,C,B,4.602426813811662
A,C,D,C,C,C,15.279185955665092
A,C,D,D,A,A,-0.8185723049607597
A,C,D,D,A,B,11.504106717661065
A,C,D,D,A,C,33.2014558328437
A,C,D,D,A,D,36.42404213634778
A,C,D,D,B,B,1.9698876951089532
A,C,D,D,B,C,17.17346281938216
A,C,D,D,B,D,18.75254956165521
A,C,D,E,A,A,8.547202972005076
A,C,D,E,A,B,20.12293276196072
A,C,D,E,A,C,32.34261851775637
A,C,D,E,B,B,13.141383412007533
A,C,D,E,B,C,19.01742530676639
A,C,D,E,B,D,20.54174077401787
A,C,D,E,C,B,10.095741836604695
A,C,D,E,C,C,14.506253430449666
A,C,D,E,C,D,14.914075139300323
A,C,E,A,A,B,19.919472028747123
A,C,E,A,B,B,7.273421710920951
A,C,E,A,B,C,19.348253798398193
A,C,E,A,B,D,20.463648245021414
A,C,E,A,C,A,-2.3325464065206045
A,C,E,A,C,C,14.301450654790736
A,C,E,A,C,D,15.440001072596663
A,C,E,B,A,A,6.247317753222174
A,C,E,B,A,B,16.234740245561838
A,C,E,B,B,A,-0.6141809745516422
A,C,E,B,B,B,8.564817010444186
A,C,E,B,B,D,20.383771508013808
A,C,E,B,C,B,10.856119132087404
A,C,E,B,C,D,14.887975016830236
A,C,E,C,A,A,9.32797446830784
A,C,E,C,A,B,20.84619821133867
A,C,E,C,B,A,-4.293841014132474
A,C,E,C,B,C,24.296828859106807
A,C,E,C,C,C,21.460483776045848
A,C,E,C,C,D,22.870043583162285
A,C,E,D,A,A,9.425907784209798
A,C,E,D,A,B,21.912215321393926
A,C,E,D,A,C,40.06303833324513
A,C,E,D,B,A,-4.774847969692191
A,C,E,D,B,B,11.306487824631848
A,C,E,D,B,C,21.273973303654387
A,C,E,D,B,D,24.368699447777004
A,C,E,D,C,A,-9.191567899550527
A,C,E,D,C,B,8.358725379840013
A,C,E,D,C,C,18.167883602489468
A,C,E,E,A,A,7.7961919370469
A,C,E,E,A,B,24.562714069160478
A,C,E,E,A,C,41.37624957506504
A,C,E,E,B,A,-2.26108241864419
A,C,E,E,B,B,20.233863004567258
A,C,E,E,B,C,26.899140260880145
A,C,E,E,B,D,17.790666664938552
A,C,E,E,C,B,18.429301765586874
A,C,E,E,C,C,13.693659707359235
A,C,E,E,C,D,14.22430514114926
A,D,A,A,A,A,26.615111726941414
A,D,A,A,C,C,20.602548379790484
A,D,A,A,C,D,19.08689541628909
A,D,A,B,A,A,22.078945989226508
A,D,A,B,A,B,27.68025464278958
A,D,A,B,A,C,45.306945531982436
A,D,A,B,C,A,10.806579742590525
A,D,A,B,C,B,13.583055541223406
A,D,A,B,C,C,22.65091778699154
A,D,A,B,C,D,24.216831571356188
A,D,A,C,A,A,24.97272271157941
A,D,A,C,A,B,27.566572978266745
A,D,A,C,A,C,45.83794893602373
A,D,A,C,A,D,48.91345803081203
A,D,A,C,B,B,15.724585409647739
A,D,A,C,B,C,27.085509565678876
A,D,A,C,B,D,28.59441682202301
A,D,A,D,A,B,23.68687609045528
A,D,A,D,A,C,44.3574696341465
A,D,A,D,A,D,46.99379955192504
A,D,A,D,B,A,9.593216282280691
A,D,A,D,B,B,9.604155274583988
A,D,A,D,B,C,23.7680531821681
A,D,A,D,B,D,25.18578418727641
A,D,A,D,C,A,6.381789048866654
A,D,A,D,C,B,6.2314175498419395
A,D,A,D,C,C,18.535019154210566
A,D,A,D,C,D,20.36434955838578
A,D,A,E,A,B,30.505479352482226
A,D,A,E,A,D,46.731827848285356
A,D,A,E,C,A,13.532065555784628
A,D,A,E,C,B,15.949494653853272
A,D,A,E,C,C,22.58636049249641
A,D,A,E,C,D,23.911702675465502
A,D,B,A,A,A,22.076465090375407
A,D,B,A,A,B,27.20632004963575
A,D,B,A,A,C,46.1474023459813
A,D,B,A,A,D,49.29962750055748
A,D,B,A,C,A,10.33201254410755
A,D,B,A,C,B,13.694339659618057
A,D,B,A,C,C,23.387795699020504
A,D,B,A,C,D,24.934958195606722
A,D,B,B,B,B,16.173649898396263
A,D,B,C,A,B,26.160997105804725
A,D,B,C,B,A,5.868371025625064
A,D,B,C,B,B,6.13191308087018
A,D,B,C,C,B,2.7073197712593675
A,D,B,D,A,A,18.570623308927484
A,D,B,D,A,B,21.696384540877165
A,D,B,D,A,C,41.918043645818685
A,D,B,D,C,A,6.955010740542093
A,D,B,D,C,B,9.034788973899119
A,D,B,E,A,A,24.2562771738165
A,D,B,E,A,B,27.411705164265012
A,D,B,E,A,C,38.74846649890878
A,D,B,E,B,A,15.018593808168417
A,D,B,E,B,B,18.033771506633702
A,D,B,E,B,C,25.252914204598195
A,D,B,E,C,A,11.102683687779308
A,D,C,A,A,A,25.027213537169985
A,D,C,A,A,B,27.735882430827406
A,D,C,A,A,C,46.71568842407278
A,D,C,A,A,D,49.87058764118643
A,D,C,A,B,A,12.779552487201382
A,D,C,A,B,B,15.695727000076403
A,D,C,A,B,C,27.752434976163247
A,D,C,A,B,D,29.51533359803724
A,D,C,A,C,A,8.730086838722007
A,D,C,A,C,C,22.71122855319567
A,D,C,A,C,D,24.328455140535677
A,D,C,B,B,B,1.3405920530662583
A,D,C,B,B,C,29.779537811098777
A,D,C,B,B,D,31.672240234097735
A,D,C,B,C,B,-1.5150160623888425
A,D,C,B,C,C,24.983378821451417
A,D,C,B,C,D,26.718440768959542
A,D,C,C,A,B,13.777672384949163
A,D,C,C,A,C,44.54719309998764
A,D,C,C,A,D,47.78635018775114
A,D,C,C,B,B,2.8706689376239076
A,D,C,C,B,C,29.704954972391203
A,D,C,C,B,D,31.599846352861977
A,D,C,C,C,A,-0.7703418427952626
A,D,C,C,C,B,0.5356599519321708
A,D,C,C,C,C,24.828043984146536
A,D,C,D,A,A,22.53862108911154
A,D,C,D,A,B,25.487403394982728
A,D,C,D,A,D,47.09613100400678
A,D,C,D,B,A,12.186765483115341
A,D,C,D,B,B,14.87931521021519
A,D,C,D,B,C,27.114438617759042
A,D,C,D,B,D,29.107814454846668
A,D,C,D,C,A,8.395615092294362
A,D,C,D,C,B,11.422616704529498
A,D,C,E,A,A,23.1508935757758
A,D,C,E,A,B,25.89756521690112
A,D,C,E,A,C,40.78377074207428
A,D,C,E,A,D,43.57874691909312
A,D,C,E,B,A,14.528475816521738
A,D,C,E,B,C,27.247368347099663
A,D,C,E,B,D,28.961351176473343
A,D,C,E,C,A,11.012140704902569
A,D,C,E,C,B,13.298757827365193
A,D,C,E,C,C,22.561777553464683
A,D,C,E,C,D,24.165616443092695
A,D,D,A,A,A,25.739858177313206
A,D,D,A,A,B,25.849404154651864
A,D,D,A,A,D,50.02463741203382
A,D,D,A,C,A,9.11731771168287
A,D,D,A,C,B,9.36217250391472
A,D,D,A,C,C,21.69131743427328
A,D,D,A,C,D,23.68439252557319
A,D,D,B,A,B,26.28920618444381
A,D,D,B,A,C,45.00827895787378
A,D,D,B,B,A,15.83476831149833
A,D,D,B,B,C,29.43321211202083
A,D,D,B,B,D,31.52356362994037
A,D,D,B,C,A,11.449015396787802
A,D,D,B,C,C,25.073208607545407
A,D,D,B,C,D,26.41403926785238
A,D,D,C,A,A,24.709130810843263
A,D,D,C,A,B,26.862668773930807
A,D,D,C,A,C,45.62309553608525
A,D,D,C,A,D,48.95622542651844
A,D,D,C,C,A,11.185626209323905
A,D,D,C,C,B,13.826894173793704
A,D,D,C,C,C,24.036024855494546
A,D,D,C,C,D,25.842212312951936
A,D,D,D,A,A,23.344782019686203
A,D,D,D,A,B,23.581303312949586
A,D,D,D,A,D,46.79587418710905
A,D,D,D,C,A,8.653625416461077
A,D,D,D,C,B,8.186164697034132
A,D,D,D,C,C,20.5466633962385
A,D,D,E,A,A,27.602292504902092
A,D,D,E,A,B,31.572444233913533
A,D,D,E,A,C,43.15340510407716
A,D,D,E,A,D,45.673522521925776
A,D,D,E,B,C,27.91902782961247
A,D,D,E,C,A,14.521716931519522
A,D,D,E,C,B,18.760000397090113
A,D,D,E,C,C,23.130678807915512
A,D,D,E,C,D,24.535850117862203
A,D,E,A,A,C,48.01618911700853
A,D,E,A,A,D,50.571166955568316
A,D,E,A,B,B,13.722787317645539
A,D,E,A,B,C,26.308933036602145
A,D,E,A,B,D,27.90111996029428
A,D,E,B,A,A,24.678975453994155
A,D,E,B,A,B,30.691589279953128
A,D,E,B,A,C,43.6355342425232
A,D,E,B,A,D,46.770273588001984
A,D,E,B,B,A,14.80115859139188
A,D,E,B,B,C,31.00444845992259
A,D,E,B,C,B,11.950958204721204
A,D,E,B,C,C,26.786634881852027
A,D,E,C,A,A,24.061899891212818
A,D,E,C,A,B,24.404886905475834
A,D,E,C,A,C,49.858486547085604
A,D,E,C,B,A,13.489264939952422
A,D,E,C,B,B,11.142191523275873
A,D,E,C,B,C,26.141383915769403
A,D,E,C,B,D,34.55540363747816
A,D,E,C,C,A,9.355018047001874
A,D,E,C,C,C,21.353531002124996
A,D,E,D,B,A,15.161110524439666
A,D,E,D,B,B,19.372192752084274
A,D,E,D,B,C,29.729187191982657
A,D,E,D,B,D,31.50752966858027
A,D,E,E,A,A,23.884652684129065
A,D,E,E,A,B,31.843294659120062
A,D,E,E,A,C,42.206027612827725
A,D,E,E,A,D,44.66929836242809
A,D,E,E,B,A,12.961091068982617
A,D,E,E,B,B,21.78679867686122
A,D,E,E,B,C,34.480410986198116
A,D,E,E,B,D,38.0255015118151
A,D,E,E,C,A,9.029147902876758
A,D,E,E,C,B,18.201723160906116
A,D,E,E,C,C,31.286879331293502
A,D,E,E,C,D,32.7862944769103
A,E,A,A,A,A,30.67685661943926
A,E,A,A,A,B,31.52148911797136
A,E,A,A,A,C,49.40893298365251
A,E,A,A,B,A,14.792383291866498
A,E,A,A,B,B,15.384802159313493
A,E,A,B,A,A,26.51150900479686
A,E,A,B,A,B,31.44076106328719
A,E,A,B,A,C,47.53049035090897
A,E,A,B,A,D,50.38097066591078
A,E,A,B,B,A,16.08086921471733
A,E,A,B,B,B,19.76089892694944
A,E,A,B,C,A,12.977003563385637
A,E,A,B,C,B,15.334577649790845
A,E,A,C,A,C,48.119738798434156
A,E,A,C,B,B,18.75885674727178
A,E,A,C,C,A,12.052069935962702
A,E,A,C,C,B,14.91790935256949
A,E,A,D,A,C,46.11231840114021
A,E,A,D,B,B,13.265342563524602
A,E,A,D,C,A,9.296574130847032
A,E,A,D,C,B,9.08867932082912
A,E,A,E,B,B,20.250665724605035
A,E,A,E,C,B,14.836673723210026
A,E,B,A,A,A,26.298932906361642
A,E,B,A,A,B,32.92678588111615
A,E,B,A,B,A,18.434274380151038
A,E,B,B,A,A,20.07138383065195
A,E,B,B,A,B,27.971598003170293
A,E,B,B,C,A,8.74754340294834
A,E,B,B,C,B,8.634608309748545
A,E,B,C,A,A,23.557704427991673
A,E,B,C,A,B,32.464436530999244
A,E,B,C,B,A,14.577885777637116
A,E,B,C,B,B,20.522922334018958
A,E,B,C,C,B,17.144729331743168
A,E,B,D,A,A,26.80736682647941
A,E,B,D,A,B,30.865567349632745
A,E,B,D,B,A,17.96393787478654
A,E,B,D,C,A,14.423135183284288
A,E,B,E,A,A,28.56063276550471
A,E,B,E,A,B,35.227201221123714
A,E,B,E,B,A,19.19481195452596
A,E,C,A,A,C,49.881613437549596
A,E,C,A,B,B,20.680880396143905
A,E,C,A,C,A,13.19735317015136
A,E,C,A,C,B,11.462714644950399
A,E,C,B,A,B,33.913389364777025
A,E,C,B,A,C,45.6523573408069
A,E,C,B,A,D,50.68471071025545
A,E,C,B,B,A,15.677357393039307
A,E,C,B,B,B,22.912896823839414
A,E,C,B,C,A,-2.5895595507750904
A,E,C,B,C,B,21.128137928761973
A,E,C,C,A,B,32.82821224575925
A,E,C,C,A,C,46.78128320483654
A,E,C,C,B,A,1.6818945400629601
A,E,C,C,B,B,24.99160836657762
A,E,C,C,C,A,10.82649365073381
A,E,C,C,C,B,19.771233797815487
A,E,C,D,A,A,27.643100679658854
A,E,C,D,A,B,30.96112221197937
A,E,C,D,A,C,47.01769935716725
A,E,C,D,B,A,16.37131351898025
A,E,C,D,B,B,19.503993182916066
A,E,C,D,C,A,12.504017919174432
A,E,C,D,C,B,15.54527406593635
A,E,C,E,A,A,26.753885000340652
A,E,C,E,A,B,31.84984980002894
A,E,C,E,B,A,16.47907275168675
A,E,C,E,B,B,20.384521210751508
A,E,C,E,C,A,13.253033709055453
A,E,C,E,C,B,16.26403865226149
A,E,D,A,C,A,11.846959036149928
A,E,D,B,A,A,26.13037827429659
A,E,D,B,A,B,30.144354582244734
A,E,D,B,A,C,46.968203756039735
A,E,D,B,A,D,50.01420277577854
A,E,D,B,B,A,17.640539215721514
A,E,D,B,C,A,14.390840403592234
A,E,D,B,C,B,16.722564997126042
A,E,D,C,A,A,28.69395674222988
A,E,D,C,A,B,31.514249431997953
A,E,D,C,A,C,48.211891625644945
A,E,D,C,A,D,51.219420644863625
A,E,D,C,B,A,17.651107828826454
A,E,D,C,B,B,20.16577705501524
A,E,D,C,C,A,13.838699047960338
A,E,D,C,C,B,16.42779788580941
A,E,D,D,A,A,27.93534618537466
A,E,D,D,A,B,28.650793265212652
A,E,D,D,A,C,46.01288633597987
A,E,D,D,B,A,14.920530385053299
A,E,D,D,B,B,15.183174703819947
A,E,D,D,C,A,11.179314088935419
A,E,D,D,C,B,10.286393833433456
A,E,D,E,A,A,30.312503645514187
A,E,D,E,A,B,35.573144967763575
A,E,D,E,B,B,21.854454043753663
A,E,D,E,C,A,15.239320113391404
A,E,E,A,B,B,14.45198159346899
A,E,E,A,C,A,9.092696363142508
A,E,E,A,C,B,11.794017488920174
A,E,E,B,A,A,24.813019424450733
